FID,PROVINSI,KECAMATAN,DESA,PROVNO,KABKOTNO,KECNO,DESANO,IDSP2010,KABKOT,SUMBER,id_kec,POLY,IDSP,VILLAGE_CO,KODE_PROV,NAMA_PROV,KODE_KAB,NAMA_KAB,KODE_KEC,NAMA_KEC,KODE_DESA,NAMA_DESA,R401A,R401B,R401C,R501A,R501B,PLN_HHOLD,NO_PLN,AREA_KM2,TOT_POP,TOT_HHOLD,POP_DEN,HHOLD_DEN,MID,PLN_GRID,X,Y,Longitude,Latitude
162,MALUKU,PP. WETAR,NAUMATANG,81,08,010,010,8108010010,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108010,POLY,0,8108010010,81,MALUKU,8,MALUKU BARAT DAYA,10,PP. WETAR,10,NAUMATANG,93,112,37,0,5,0,37,36.059478,205,37,5.685052,1.026083,0.987208,0,14036469.211,-862936.763721,126.091748,-7.728351
164,MALUKU,PP. WETAR,HIAY,81,08,010,012,8108010012,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108010,POLY,0,8108010012,81,MALUKU,8,MALUKU BARAT DAYA,10,PP. WETAR,12,HIAY,152,120,62,0,15,0,62,215.839272,272,62,1.260197,0.287251,1.865818,0,14052540.9696,-878465.29624,126.236123,-7.866556
167,MALUKU,PP. WETAR,MAHUAN,81,08,010,015,8108010015,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108010,POLY,0,8108010015,81,MALUKU,8,MALUKU BARAT DAYA,10,PP. WETAR,15,MAHUAN,121,110,59,0,6,0,59,179.180627,231,59,1.289202,0.329277,1.742688,0,14075886.7987,-873467.846896,126.445842,-7.822083
170,MALUKU,PP. WETAR,MONING,81,08,010,018,8108010018,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108010,POLY,0,8108010018,81,MALUKU,8,MALUKU BARAT DAYA,10,PP. WETAR,18,MONING,132,150,68,0,7,0,68,76.668376,282,68,3.678179,0.886937,1.061827,0,14094713.5693,-852735.858152,126.614966,-7.637537
171,MALUKU,PP. WETAR,TOMLIAPAT,81,08,010,019,8108010019,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108010,POLY,0,8108010019,81,MALUKU,8,MALUKU BARAT DAYA,10,PP. WETAR,19,TOMLIAPAT,201,192,96,0,3,0,96,111.016949,393,96,3.54,0.864733,1.075373,0,14089478.203,-864687.478955,126.567936,-7.743935
176,MALUKU,PP. TERSELATAN,WONRELI,81,08,020,006,8108020006,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020006,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,6,WONRELI,3470,3515,1314,197,20,0.149924,1117,20.405603,6985,1314,342.30795,64.39408,0.124617,0,14158379.1672,-893929.740829,127.186884,-8.004145
177,MALUKU,PP. TERSELATAN,LEKLOOR,81,08,020,001,8108020001,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020001,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,1,LEKLOOR,509,706,246,135,111,0.54878,111,7.035014,1215,246,172.707552,34.967949,0.169108,0,14161193.7287,-895730.208943,127.212168,-8.020161
178,MALUKU,PP. TERSELATAN,OIRATA BARAT,81,08,020,002,8108020002,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020002,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,2,OIRATA BARAT,248,357,152,25,25,0.164474,127,1.283891,605,152,471.223956,118.390151,0.091906,0,14161193.7287,-895730.208943,127.212168,-8.020161
179,MALUKU,PP. TERSELATAN,OIRATA TIMUR,81,08,020,003,8108020003,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020003,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,3,OIRATA TIMUR,470,466,271,80,25,0.295203,191,1.281822,936,271,730.210399,211.417754,0.068775,0,14161623.9699,-894755.247337,127.216033,-8.011489
180,MALUKU,PP. TERSELATAN,ABUSUR,81,08,020,004,8108020004,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020004,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,4,ABUSUR,417,443,170,160,0,0.941176,10,2.878855,860,170,298.729833,59.051246,0.130132,0,14159355.1922,-894700.033613,127.195652,-8.010997
181,MALUKU,PP. TERSELATAN,KOTA LAMA,81,08,020,005,8108020005,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020005,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,5,KOTA LAMA,363,388,163,157,1,0.96319,6,1.73249,751,163,433.480103,94.08423,0.103096,0,14157154.2245,-893362.126714,127.17588,-7.999096
182,MALUKU,PP. TERSELATAN,NOMAHA,81,08,020,007,8108020007,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020007,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,7,NOMAHA,347,346,137,11,10,0.080292,126,2.812373,693,137,246.411148,48.713315,0.143277,0,14160692.0182,-890416.984906,127.207661,-7.972896
183,MALUKU,PP. TERSELATAN,PUR- PURA,81,08,020,008,8108020008,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108020,POLY,0,8108020008,81,MALUKU,8,MALUKU BARAT DAYA,20,PP. TERSELATAN,8,PUR- PURA,186,191,98,45,0,0.459184,53,1.743136,377,98,216.276908,56.220522,0.133368,0,14160896.637,-889198.055842,127.209499,-7.962052
188,MALUKU,DAMER,WULUR,81,08,050,001,8108050001,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108050,POLY,0,8108050001,81,MALUKU,8,MALUKU BARAT DAYA,50,DAMER,1,WULUR,746,709,312,0,0,0,312,73.058142,1455,312,19.915645,4.270571,0.483902,0,14318232.289,-802664.295548,128.622869,-7.191499
190,MALUKU,DAMER,KUAY MELU,81,08,050,003,8108050003,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108050,POLY,0,8108050003,81,MALUKU,8,MALUKU BARAT DAYA,50,DAMER,3,KUAY MELU,146,165,79,0,0,0,79,29.916215,311,79,10.3957,2.640708,0.615375,0,14314994.6635,-794251.599108,128.593785,-7.116515
191,MALUKU,DAMER,KUMUR,81,08,050,004,8108050004,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108050,POLY,0,8108050004,81,MALUKU,8,MALUKU BARAT DAYA,50,DAMER,4,KUMUR,228,225,96,0,0,0,96,15.00475,453,96,30.19044,6.397974,0.395347,0,14317897.9811,-793431.897516,128.619866,-7.109208
192,MALUKU,DAMER,BEBAR TIMUR,81,08,050,005,8108050005,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108050,POLY,0,8108050005,81,MALUKU,8,MALUKU BARAT DAYA,50,DAMER,5,BEBAR TIMUR,468,476,212,0,0,0,212,25.240167,944,212,37.400703,8.39931,0.345047,0,14320021.8707,-794847.426978,128.638945,-7.121826
193,MALUKU,DAMER,ILIH,81,08,050,006,8108050006,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108050,POLY,0,8108050006,81,MALUKU,8,MALUKU BARAT DAYA,50,DAMER,6,ILIH,291,296,123,0,0,0,123,8.359172,587,123,70.222267,14.714376,0.260693,0,14324772.7572,-794781.431088,128.681623,-7.121237
198,MALUKU,MDONA HIERA,ROMKISAR,81,08,060,004,8108060004,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108060,POLY,0,8108060004,81,MALUKU,8,MALUKU BARAT DAYA,60,MDONA HIERA,4,ROMKISAR,138,157,63,0,63,0,63,15.279659,295,63,19.306713,4.123129,0.492478,0,14346583.65,-917264.900579,128.877554,-8.211673
199,MALUKU,MDONA HIERA,LELANG,81,08,060,005,8108060005,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108060,POLY,0,8108060005,81,MALUKU,8,MALUKU BARAT DAYA,60,MDONA HIERA,5,LELANG,295,285,125,0,125,0,125,17.151074,580,125,33.817124,7.288173,0.370417,0,14351856.6229,-917758.665491,128.924922,-8.216063
203,MALUKU,MDONA HIERA,BATU GAJAH,81,08,060,009,8108060009,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108060,POLY,0,8108060009,81,MALUKU,8,MALUKU BARAT DAYA,60,MDONA HIERA,9,BATU GAJAH,155,147,96,0,96,0,96,11.280168,302,96,26.77265,8.510511,0.342785,0,14357089.5696,-917688.799109,128.97193,-8.215442
205,MALUKU,MDONA HIERA,REGOHA,81,08,060,011,8108060011,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108060,POLY,0,8108060011,81,MALUKU,8,MALUKU BARAT DAYA,60,MDONA HIERA,11,REGOHA,216,267,106,0,106,0,106,13.177008,483,106,36.654756,8.044315,0.352578,0,14361249.8382,-919477.632328,129.009302,-8.231346
216,MALUKU,BABAR TIMUR,YALTUBUNG,81,08,080,023,8108070017,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108070017,81,MALUKU,8,MALUKU BARAT DAYA,70,PP. BABAR,17,YALTUBUNG,215,199,94,80,0,0.851064,14,25.735474,414,94,16.086745,3.652546,0.523241,0,14439664.4795,-873599.400478,129.713713,-7.823254
217,MALUKU,PP. BABAR,HERTUTI,81,08,070,014,8108070014,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108070,POLY,0,8108070014,81,MALUKU,8,MALUKU BARAT DAYA,70,PP. BABAR,14,HERTUTI,119,122,55,0,0,0,55,4.822682,241,55,49.972189,11.404441,0.296117,0,14436196.6615,-844728.992768,129.682561,-7.566242
219,MALUKU,PP. BABAR,SINAIRUSI,81,08,070,016,8108070016,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108070,POLY,0,8108070016,81,MALUKU,8,MALUKU BARAT DAYA,70,PP. BABAR,16,SINAIRUSI,179,176,72,0,0,0,72,7.369883,355,72,48.169017,9.769491,0.319937,0,14434237.703,-842908.655229,129.664963,-7.550032
220,MALUKU,BABAR TIMUR,BABYOTANG,81,08,080,001,8108080001,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080001,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,1,BABYOTANG,104,108,55,0,0,0,55,4.589187,212,55,46.195541,11.984692,0.288859,0,14453443.2098,-914715.229312,129.837489,-8.189003
221,MALUKU,BABAR TIMUR,IBLATMUNTAH,81,08,080,002,8108080002,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080002,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,2,IBLATMUNTAH,47,57,40,0,0,0,40,2.906681,104,40,35.779644,13.761402,0.269568,0,14451406.1138,-917042.216699,129.81919,-8.209693
223,MALUKU,BABAR TIMUR,TELALORA/LETODA,81,08,080,004,8108080004,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080004,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,4,TELALORA/LETODA,95,98,52,0,0,0,52,1.004971,193,52,192.045353,51.742789,0.139019,0,14453347.0712,-916028.632487,129.836626,-8.200681
224,MALUKU,BABAR TIMUR,ILBUTUNG,81,08,080,005,8108080005,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080005,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,5,ILBUTUNG,47,57,40,0,0,0,40,4.479178,104,40,23.218545,8.93021,0.334633,0,14455143.2723,-912359.744421,129.852761,-8.168059
227,MALUKU,BABAR TIMUR,MARSELA,81,08,080,008,8108080008,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080008,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,8,MARSELA,68,92,48,0,0,0,48,2.363236,160,48,67.703762,20.311129,0.221888,0,14456588.1257,-910619.454804,129.865741,-8.152584
229,MALUKU,BABAR TIMUR,LATALOLA KECIL,81,08,080,010,8108080010,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080010,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,10,LATALOLA KECIL,78,70,34,0,0,0,34,6.350243,148,34,23.306193,5.354126,0.432171,0,14461068.1129,-907250.710373,129.905985,-8.122627
232,MALUKU,BABAR TIMUR,TUTUWAWANG,81,08,080,013,8108080013,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080013,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,13,TUTUWAWANG,174,157,94,54,4,0.574468,40,70.765171,331,94,4.677442,1.328337,0.867653,0,14443834.5335,-892488.843467,129.751173,-7.991327
234,MALUKU,BABAR TIMUR,WAKPAPAPI,81,08,080,017,8108080017,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080017,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,17,WAKPAPAPI,351,362,183,108,20,0.590164,75,29.848635,713,183,23.887189,6.130934,0.403865,0,14447417.8612,-885418.23346,129.783363,-7.928423
236,MALUKU,BABAR TIMUR,LETWURUNG,81,08,080,019,8108080019,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080019,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,19,LETWURUNG,465,487,230,201,0,0.873913,29,8.314635,952,230,114.496904,27.662067,0.190133,0,14453038.7348,-883585.118551,129.833856,-7.912113
238,MALUKU,BABAR TIMUR,YATOKE,81,08,080,021,8108080021,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080021,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,21,YATOKE,183,193,125,20,0,0.16,105,17.691314,376,125,21.253367,7.065614,0.376205,0,14450611.3191,-877967.29241,129.81205,-7.862125
239,MALUKU,BABAR TIMUR,ILMARANG,81,08,080,024,8108080024,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080024,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,24,ILMARANG,93,120,66,0,2,0,66,3.361039,213,66,63.373263,19.636786,0.225665,0,14471079.2856,-863961.50933,129.995917,-7.737472
240,MALUKU,BABAR TIMUR,WELORA,81,08,080,025,8108080025,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080025,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,25,WELORA,95,97,52,0,0,0,52,7.296004,192,52,26.315775,7.127189,0.374577,0,14470939.6868,-861640.483545,129.994663,-7.716812
242,MALUKU,BABAR TIMUR,WATUWEY,81,08,080,027,8108080027,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080027,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,27,WATUWEY,183,185,100,0,30,0,100,5.332693,368,100,69.008289,18.752252,0.230926,0,14476432.3261,-867701.173577,130.044004,-7.770759
249,MALUKU,BABAR TIMUR,NAKARHAMTO,81,08,080,022,8108080022,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108080,POLY,0,8108080022,81,MALUKU,8,MALUKU BARAT DAYA,80,BABAR TIMUR,22,NAKARHAMTO,191,182,98,20,0,0.204082,78,62.39636,373,98,5.977913,1.570604,0.797933,0,14445723.7226,-876185.513768,129.768144,-7.846269
250,MALUKU,PP. BABAR,MANUWUI,81,08,070,013,8108070013,MALUKU BARAT DAYA,BADAN PUSAT STATISTIK,8108070,POLY,0,8108070013,81,MALUKU,8,MALUKU BARAT DAYA,70,PP. BABAR,13,MANUWUI,216,211,108,66,0,0.611111,42,44.042224,427,108,9.695242,2.452192,0.638591,0,14436781.4231,-875523.616711,129.687814,-7.840378
253,MALUKU,BULA,UPT Z JEMBATAN BASAH,81,07,040,015,8107040015,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107040,POLY,0,8107040015,81,MALUKU,7,SERAM BAGIAN TIMUR,40,BULA,15,JEMBATAN BASAH,329,298,200,0,12,0,200,0.189898,627,200,3301.780278,1053.199451,0.030814,0,14515069.114,-341598.804476,130.391084,-3.067168
258,MALUKU,BULA,SOLANG,81,07,040,003,8107040003,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107040,POLY,0,8107040003,81,MALUKU,7,SERAM BAGIAN TIMUR,40,BULA,3,SOLANG,201,203,89,0,5,0,89,174.286685,404,89,2.31802,0.510653,1.399385,0,14533513.9582,-379074.162138,130.556777,-3.403278
270,MALUKU,WERINAMA,HATUMETEN,81,07,030,009,8107030009,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107030,POLY,0,8107030009,81,MALUKU,7,SERAM BAGIAN TIMUR,30,WERINAMA,9,HATUMETEN,149,138,60,25,7,0.416667,35,264.13339,287,60,1.086572,0.227158,2.098148,0,14500365.0733,-381742.656832,130.258996,-3.427207
276,MALUKU,TUTUK TOLU,SESAR,81,07,021,004,8107021004,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107021,POLY,0,8107021004,81,MALUKU,7,SERAM BAGIAN TIMUR,21,TUTUK TOLU,4,SESAR,142,145,90,66,0,0.733333,24,20.314694,287,90,14.127705,4.430291,0.475099,0,14559495.0378,-400095.07091,130.790169,-3.59176
283,MALUKU,SERAM TIMUR,KEFFING,81,07,020,025,8107020025,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107020,POLY,0,8107020025,81,MALUKU,7,SERAM BAGIAN TIMUR,20,SERAM TIMUR,25,KEFFING,276,247,133,0,25,0,133,0.188447,523,133,2775.314191,705.768236,0.037642,0,14567796.9312,-430447.981613,130.864746,-3.863848
290,MALUKU,WAKATE,UTTA,81,07,011,006,8107011006,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011006,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,6,UTTA,300,279,138,0,32,0,138,4.683944,579,138,123.613783,29.462352,0.184233,0,14652348.4654,-494975.467212,131.624286,-4.441984
291,MALUKU,WAKATE,TEOR,81,07,011,001,8107011001,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011001,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,1,TEOR,116,92,60,0,9,0,60,17.263082,208,60,12.048834,3.475625,0.536394,0,14666112.0577,-527839.364137,131.747926,-4.736258
292,MALUKU,WAKATE,TAMHER TIMUR,81,07,011,004,8107011004,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011004,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,4,TAMHER TIMUR,395,393,358,352,6,0.98324,6,6.673933,788,358,118.071312,53.641535,0.136537,0,14658289.639,-503944.883643,131.677656,-4.522311
293,MALUKU,WAKATE,LAHEMA,81,07,011,007,8107011007,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011007,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,7,LAHEMA,334,358,250,0,35,0,250,1.738547,692,250,398.033629,143.798276,0.083392,0,14650402.8266,-491549.447966,131.606808,-4.411299
294,MALUKU,WAKATE,KELANGAN,81,07,011,003,8107011003,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011003,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,3,KELANGAN,185,169,116,21,3,0.181034,95,4.623553,354,116,76.564501,25.088933,0.199645,0,14656402.5581,-504287.99535,131.660704,-4.525384
295,MALUKU,WAKATE,ILILI,81,07,011,009,8107011009,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011009,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,9,ILILI,213,225,137,0,13,0,137,1.574759,438,137,278.13787,86.997462,0.107213,0,14647176.327,-487720.026758,131.577824,-4.377
296,MALUKU,WAKATE,EFFA,81,07,011,008,8107011008,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011008,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,8,EFFA,198,190,101,0,11,0,101,2.209868,388,101,175.576087,45.704085,0.147918,0,14649291.83,-490667.744436,131.596828,-4.403402
297,MALUKU,WAKATE,AMAR LAUT,81,07,011,005,8107011005,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107011,POLY,0,8107011005,81,MALUKU,7,SERAM BAGIAN TIMUR,11,WAKATE,5,AMAR LAUT,282,291,129,0,13,0,129,7.08693,573,129,80.853069,18.202523,0.234387,0,14654289.5049,-498129.952317,131.641722,-4.470235
298,MALUKU,PULAU GOROM,MIRAN,81,07,010,016,8107010016,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010016,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,16,MIRAN,658,663,331,225,0,0.679758,106,7.329872,1321,331,180.221418,45.157676,0.148811,0,14629805.6064,-445819.139165,131.42178,-4.001604
299,MALUKU,PULAU GOROM,KATALOKA,81,07,010,019,8107010019,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010019,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,19,KATALOKA,3027,2987,1289,1137,152,0.882079,152,14.516296,6014,1289,414.293022,88.796758,0.106121,0,14625204.5655,-441139.046409,131.380448,-3.959664
300,MALUKU,PULAU GOROM,RARAT,81,07,010,017,8107010017,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010017,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,17,RARAT,516,462,153,145,0,0.947712,8,9.047864,978,153,108.091806,16.910068,0.24318,0,14628650.4615,-443356.512428,131.411403,-3.979536
301,MALUKU,PULAU GOROM,ONDOR,81,07,010,018,8107010018,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010018,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,18,ONDOR,662,705,303,267,0,0.881188,36,6.693295,1367,303,204.23424,45.269184,0.148627,0,14626018.9933,-444241.82529,131.387764,-3.98747
302,MALUKU,PULAU GOROM,MIDA,81,07,010,013,8107010013,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010013,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,13,MIDA,185,184,66,60,0,0.909091,6,7.059227,369,66,52.272014,9.349466,0.327044,0,14630089.7336,-452260.261797,131.424332,-4.059323
303,MALUKU,PULAU GOROM,KOTA SIRI,81,07,010,012,8107010012,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010012,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,12,KOTA SIRI,712,716,287,280,0,0.97561,7,2.467041,1428,287,578.831077,116.333697,0.092714,0,14631204.662,-450313.519109,131.434348,-4.041879
304,MALUKU,PULAU GOROM,KILKODA,81,07,010,014,8107010014,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010014,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,14,KILKODA,374,388,159,155,0,0.974843,4,11.79974,762,159,64.577695,13.474873,0.272419,0,14629410.2046,-449177.771432,131.418228,-4.031701
305,MALUKU,PULAU GOROM,DAI,81,07,010,015,8107010015,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010015,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,15,DAI,645,698,221,209,0,0.945701,12,7.430302,1343,221,180.746348,29.74307,0.183361,0,14627356.7058,-446715.281401,131.399781,-4.009635
306,MALUKU,PULAU GOROM,AMARWAWATU,81,07,010,011,8107010011,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010011,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,11,AMARWAWATU,276,277,165,161,0,0.975758,4,2.214269,553,165,249.743782,74.51668,0.115844,0,14631728.7895,-451987.492435,131.439056,-4.056879
307,MALUKU,PULAU GOROM,AMARSEKARU,81,07,010,010,8107010010,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010010,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,10,AMARSEKARU,3104,2995,1212,531,31,0.438119,681,51.332837,6099,1212,118.812837,23.610618,0.2058,0,14619586.8067,-458535.474688,131.329983,-4.115551
308,MALUKU,PULAU GOROM,P. PANJANG,81,07,010,020,8107010020,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010020,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,20,P. PANJANG,475,488,127,0,10,0,127,15.943992,963,127,60.398925,7.965383,0.354321,0,14608178.9927,-446171.872032,131.227505,-4.004765
309,MALUKU,PULAU GOROM,ARGAM,81,07,010,037,8107010037,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010037,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,37,ARGAM,164,168,69,0,5,0,69,5.259817,332,69,63.120067,13.118327,0.276096,0,14608178.9927,-446171.872032,131.227505,-4.004765
313,MALUKU,PULAU GOROM,BAS,81,07,010,021,8107010021,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010021,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,21,BAS,257,246,103,93,0,0.902913,10,0.237926,503,103,2114.10633,432.908453,0.048062,0,14631241.9131,-447847.558067,131.434682,-4.019781
314,MALUKU,PULAU GOROM,TUHA,81,07,010,022,8107010022,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010022,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,22,TUHA,153,131,53,42,0,0.792453,11,0.165512,284,53,1715.886532,320.218261,0.055883,0,14631162.5304,-447473.893548,131.433969,-4.016433
315,MALUKU,PULAU GOROM,ARAN,81,07,010,023,8107010023,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010023,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,23,ARAN,192,204,76,68,0,0.894737,8,0.21079,396,76,1878.648007,360.548608,0.052665,0,14631074.1264,-447052.349775,131.433175,-4.012655
316,MALUKU,PULAU GOROM,LOKO,81,07,010,024,8107010024,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010024,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,24,LOKO,101,93,116,0,4,0,116,1.265606,194,116,153.286246,91.655693,0.104453,0,14622686.0693,-459222.267693,131.357824,-4.121704
317,MALUKU,PULAU GOROM,SERA,81,07,010,025,8107010025,SERAM BAGIAN TIMUR,BADAN PUSAT STATISTIK,8107010,POLY,0,8107010025,81,MALUKU,7,SERAM BAGIAN TIMUR,10,PULAU GOROM,25,SERA,430,434,251,12,10,0.047809,239,4.35555,864,251,198.36762,57.62763,0.13173,0,14626730.6003,-463222.334722,131.394157,-4.157544
